1,0.000003
2,0.000003
3,0.000003
4,0.000002
5,0.000001
6,0.000003
7,0.000002
8,0.000002
9,0.000002
10,0.000004
11,0.000002
12,0.000002
13,0.000002
14,0.000004
15,0.000003
16,0.000002
17,0.000003
18,0.000002
19,0.000005
20,0.000004
